step,tumor_cells,cytotoxic_t_cells,cd8_naive,cd4_naive,th1,th2,treg,dendritic,pdc,m1,m2,nk,mast,neutrophil,adipocyte,blood,sex_hormone,apoptosis_count,m1_kills,dc_kills,pdc_kills,ctc_kills,nkl_kills,neutrophil_kills,mean_glucose,total_glucose,min_glucose,max_glucose,glucose_presence_confirmed,glucose_coverage_percent,glucose_detection_confidence,glucose_gradient_mean_magnitude,glucose_gradient_max_magnitude,glucose_gradient_uniformity,glucose_hotspots_count,glucose_hotspots_coverage
0,11,4,4,4,2,2,4,4,2,2,4,8,2,2,0,552,0,0,0,0,0,0,0,0,1.0,97336.0,1.0,1.0,True,100.0,1.0,0.0,0.0,1.0,97336,100.0
1,11,4,4,4,2,2,4,4,2,4,3,8,2,2,0,552,2,0,0,0,0,0,0,0,1.0177955740938605,99068.15000000001,0.0,5.9399999999999995,True,99.98869893975507,0.9998869893975507,0.020401909635155372,2.8001428534987283,0.8311339815951686,97294,99.95685049724665
2,11,4,4,4,2,2,4,4,2,5,2,8,2,2,0,552,3,0,0,0,0,0,0,0,1.035481672967864,100789.64412000001,0.0,10.73259,True,99.98869893975507,0.9998869893975507,0.03843155972844592,5.087159529093815,0.7295292590796894,97072,99.7287745541218
3,11,4,4,3,2,2,4,4,2,4,3,8,2,2,0,552,4,0,0,0,0,0,0,0,1.0529966765026302,102494.48450406,0.0,15.33170925,True,99.98869893975507,0.9998869893975507,0.05485900151720341,7.011684061607079,0.6596213443057646,96447,99.08666885838744
4,11,4,4,3,2,2,4,4,2,4,3,8,2,2,0,552,5,0,0,0,0,0,0,0,1.070340010185524,104182.61523141817,0.0,19.72441777383,True,99.98767157064191,0.9998767157064191,0.07001249167597,8.672435525840584,0.6077925390465363,95185,97.79012903756062
5,11,5,4,3,1,2,3,4,2,4,3,8,2,2,0,552,8,0,0,0,0,0,0,0,1.0875126840964415,105854.13461921123,0.0,23.915715260158258,True,99.98767157064191,0.9998767157064191,0.08414579503404614,10.134445983101788,0.5674177095591184,93083,95.63059916166681
6,11,5,4,3,1,1,3,4,1,4,3,8,2,2,0,552,9,0,0,0,0,0,0,0,1.1045162495927203,107509.19367035702,0.0,27.918774926803334,True,99.97431577217063,0.9997431577217063,0.09741550826556462,11.441577643218022,0.5348601084998553,89983,92.44575491082436
7,10,5,4,3,1,1,3,4,1,5,2,8,2,2,0,552,11,0,0,1,0,0,0,0,1.1213625414229882,109148.94433194798,0.0,31.749462834228687,True,99.97431577217063,0.9997431577217063,0.10994232623777839,12.652270751710422,0.5079047848792339,85830,88.17909098380866
8,10,5,3,3,1,1,3,4,1,5,2,8,2,2,0,552,13,0,0,1,0,0,0,0,1.138047797235931,110773.02039175658,0.0,35.42357632101625,True,99.97328840305745,0.9997328840305745,0.12182135449830117,13.8013013680516,0.48512100175348294,80666,82.87375688337306
9,10,5,3,3,1,1,3,4,1,4,3,8,2,2,0,552,15,0,0,1,0,0,0,0,1.1545676698162677,112380.99870923623,0.0,38.95562378837006,True,99.97637051039698,0.9997637051039697,0.1331687407086622,14.860924902879308,0.4655356348908761,74531,76.57084737404455
