step,tumor_cells,cytotoxic_t_cells,cd8_naive,cd4_naive,th1,th2,treg,dendritic,pdc,m1,m2,nk,mast,neutrophil,adipocyte,blood,sex_hormone,apoptosis_count,m1_kills,dc_kills,pdc_kills,ctc_kills,nkl_kills,neutrophil_kills,mean_glucose,total_glucose,min_glucose,max_glucose,glucose_presence_confirmed,glucose_coverage_percent,glucose_detection_confidence,glucose_gradient_mean_magnitude,glucose_gradient_max_magnitude,glucose_gradient_uniformity,glucose_hotspots_count,glucose_hotspots_coverage
0,11,4,4,4,2,2,4,4,2,2,4,8,2,2,0,552,0,0,0,0,0,0,0,0,1.0,97336.0,1.0,1.0,True,100.0,1.0,0.0,0.0,1.0,97336,100.0
1,11,4,4,4,2,2,4,4,2,3,3,8,2,2,0,552,1,0,0,0,0,0,0,0,1.0177955740938607,99068.15000000002,0.0,5.9399999999999995,True,99.98869893975507,0.9998869893975507,0.020400715647589926,2.8001428534987283,0.8311468672935504,97294,99.95685049724665
2,11,4,4,4,2,2,4,4,2,3,3,8,2,2,0,552,2,0,0,0,0,0,0,0,1.03548680981343,100790.14412000001,0.0,10.73259,True,99.98869893975507,0.9998869893975507,0.0384131574263626,5.087159529093815,0.7295501229457981,97079,99.73596613791403
3,11,4,4,4,2,2,4,4,2,3,3,8,2,2,0,552,3,0,0,0,0,0,0,0,1.0530068988253063,102495.47950406001,0.0,15.33170925,True,99.98869893975507,0.9998869893975507,0.05483201955895412,7.011684061607079,0.6596356905947598,96485,99.1257088846881
4,11,4,4,4,2,2,4,4,2,3,2,7,2,2,0,552,5,0,0,0,0,0,0,0,1.0703664797468528,104185.19167263966,0.0,19.72441777383,True,99.98458946330237,0.9998458946330238,0.06995488812295175,8.672435525840584,0.6078001656528056,95302,97.91033122380209
5,11,5,4,4,2,2,4,4,1,3,2,7,2,2,0,552,7,0,0,0,0,0,0,0,1.0875603927881428,105858.77839242667,0.0,23.915715260158258,True,99.98664420152873,0.9998664420152873,0.08404034324335004,10.134445983101788,0.5674237574202943,93350,95.90490671488452
6,11,5,4,4,2,2,4,4,1,2,3,7,2,2,0,552,8,0,0,0,0,0,0,0,1.1045800786898465,107515.40653935491,0.0,27.918774926803334,True,99.97328840305745,0.9997328840305745,0.09729307494530255,11.441577643218022,0.5348650461725686,90506,92.98306895701488
7,11,5,4,3,2,2,4,4,1,2,3,7,2,2,0,552,9,0,0,0,0,0,0,0,1.1214352051682848,109156.01713026017,0.0,31.749462834228687,True,99.97328840305745,0.9997328840305745,0.1098008440025533,12.652341394299196,0.5079095470676278,86655,89.02667050217802
8,11,5,4,3,2,2,3,4,1,3,2,7,2,2,0,552,9,0,0,0,0,0,0,0,1.1381228090643591,110780.32174308847,0.0,35.42357632101625,True,99.97739787951015,0.9997739787951015,0.12168927370088792,13.80130520737896,0.4851229302138778,81760,83.99769869318648
9,11,5,4,3,2,2,3,4,1,4,2,7,2,2,0,552,10,0,0,0,0,0,0,0,1.1546453790070508,112388.5626110303,0.0,38.95562378837006,True,99.97739787951015,0.9997739787951015,0.1330301118061828,14.860929575677591,0.4655306589521102,75906,77.98347990466014
10,11,5,4,3,2,2,3,4,1,4,2,7,2,2,0,552,12,0,0,0,0,0,0,0,1.1709992376330671,113980.38179425223,0.0,42.358411983660474,True,99.97739787951015,0.9997739787951015,0.143923181659742,15.84313714247209,0.4484457563033301,69317,71.2141448179502
11,11,5,5,3,2,2,3,4,1,4,2,7,2,2,0,552,13,0,0,0,0,0,0,0,1.1871848006968642,115555.81976062998,0.0,45.64302475425594,True,99.97739787951015,0.9997739787951015,0.15441808509167296,16.757891002435574,0.4333725690207499,62307,64.01228733459358
12,11,5,5,3,2,2,3,4,1,4,2,7,2,2,0,552,14,0,0,0,0,0,0,0,1.2032112340710772,117115.76867954237,0.0,48.81897152355655,True,99.97431577217063,0.9997431577217063,0.16453374146380637,17.613529838566162,0.4199394913276334,55176,56.68611818854278
13,11,5,6,3,2,2,3,4,1,3,3,6,2,2,0,552,15,0,0,0,0,0,0,0,1.2190758375995177,118659.96572858666,0.0,51.89439340095108,True,99.97739787951015,0.9997739787951015,0.17431466149866146,18.417063182148727,0.4078663313671354,48147,49.46474069203583
14,11,5,6,3,2,2,3,4,1,1,5,6,2,2,0,552,14,0,0,0,0,0,0,0,1.2347815911507674,120188.7009562511,0.0,54.876273719741086,True,99.97842524862332,0.9997842524862333,0.18379167325234888,19.174406018616104,0.396934973404803,41571,42.708761403797155
15,11,3,6,3,2,2,3,4,1,1,5,5,2,2,0,552,15,0,0,0,0,0,0,0,1.2503499465058014,121704.06239308868,0.0,57.77063020125226,True,99.98047998684967,0.9998047998684967,0.19295221763627682,19.89056684048239,0.3869744204869771,35630,36.60516150242459
